REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,BENGDEPI0,1,2022,546.86052
REGION1,BENGDEPI0,2,2022,572.61492
REGION1,BENGFRPI0,1,2022,1103.76
REGION1,BENGFRPI0,2,2022,354.78
REGION1,BENGUKPI0,1,2022,1055.6676
REGION1,BENGUKPI0,2,2022,856.3338
REGION1,BENGNLPI0,1,2022,444.6576
REGION1,BENGNLPI0,2,2022,1822.7808
REGION1,BGNGGRPI0,1,2022,154.38186
REGION1,BGNGGRPI0,2,2022,87.09192
REGION1,BGNGROPI0,1,2022,240.57369
REGION1,BGNGROPI0,2,2022,339.902892
REGION1,BYNGLTPI0,1,2022,0.0
REGION1,CYNGEGPI0,1,2022,0.0
REGION1,CYNGGRPI0,1,2022,0.0
REGION1,CYNGGRPI0,2,2022,0.0
REGION1,CZNGDEPI0,1,2022,1407.951
REGION1,CZNGDEPI0,2,2022,1819.125252
REGION1,CZNGPLPI0,1,2022,36.83152512
REGION1,CZNGPLPI0,2,2022,0.0
REGION1,CZNGSKPI0,1,2022,1637.7696
REGION1,CZNGSKPI0,2,2022,601.2864
REGION1,DENGCHPI0,1,2022,455.52438
REGION1,DENGCHPI0,2,2022,315.36
REGION1,DENGFRPI0,1,2022,806.45436
REGION1,DENGNLPI0,1,2022,671.04666
REGION1,DENGNLPI0,2,2022,2903.95314
REGION1,DENGPLPI0,1,2022,63.9918
REGION1,DENGPLPI0,2,2022,0.1314
REGION1,DKNGDEPI0,1,2022,5.42682
REGION1,DKNGDEPI0,2,2022,162.55494
REGION1,DKNGPLPI0,1,2022,422.929296
REGION1,DKNGPLPI0,2,2022,119.574
REGION1,DKNGSEPI0,1,2022,115.3692
REGION1,DKNGSEPI0,2,2022,115.3692
REGION1,DZNGESPI0,1,2022,442.9802501
REGION1,DZNGITPI0,1,2022,1582.29252
REGION1,EENGFIPI0,1,2022,71.7444
REGION1,EENGFIPI0,2,2022,118.26
REGION1,EENGLVPI0,1,2022,137.97
REGION1,EENGLVPI0,2,2022,137.97
REGION1,FRNGCHPI0,1,2022,340.89102
REGION1,FRNGCHPI0,2,2022,250.23816
REGION1,FRNGESPI0,1,2022,216.24498
REGION1,FRNGESPI0,2,2022,294.8616
REGION1,GRNGITPI0,1,2022,0.0
REGION1,HRNGHUPI0,1,2022,67.9921416
REGION1,HRNGHUPI0,2,2022,101.95326
REGION1,HRNGSIPI0,1,2022,10.15722
REGION1,HRNGSIPI0,2,2022,70.5618
REGION1,HUNGROPI0,1,2022,101.78244
REGION1,HUNGROPI0,2,2022,96.40818
REGION1,HUNGSKPI0,1,2022,66.85632
REGION1,HUNGSKPI0,2,2022,169.46658
REGION1,IENGUKPI0,1,2022,0.0
REGION1,IENGUKPI0,2,2022,508.3866
REGION1,ITNGCHPI0,1,2022,580.1231055
REGION1,ITNGCHPI0,2,2022,847.75338
REGION1,ITNGMTPI0,1,2022,0.0
REGION1,ITNGMTPI0,2,2022,0.0
REGION1,ITNGSIPI0,1,2022,37.1862
REGION1,ITNGSIPI0,2,2022,33.7698
REGION1,LTNGPLPI0,1,2022,76.3029288
REGION1,LTNGPLPI0,2,2022,28.130112
REGION1,LVNGLTPI0,1,2022,85.5414
REGION1,LVNGLTPI0,2,2022,118.26
REGION1,LYNGITPI0,1,2022,0.0
REGION1,MANGESPI0,1,2022,0.0
REGION1,MDNGROPI0,1,2022,28.32984
REGION1,NLNGUKPI0,1,2022,649.6416
REGION1,NLNGUKPI0,2,2022,220.752
REGION1,NONGBEPI0,1,2022,641.232
REGION1,NONGDEPI0,1,2022,1638.4923
REGION1,NONGDKPI0,1,2022,403.1352
REGION1,NONGFRPI0,1,2022,748.98
REGION1,NONGUKPI0,1,2022,1969.8174
REGION1,NONGNLPI0,1,2022,1267.7472
REGION1,PLNGSKPI0,1,2022,189.216
REGION1,PLNGSKPI0,2,2022,228.55716
REGION1,PTNGESPI0,1,2022,105.12
REGION1,PTNGESPI0,2,2022,189.216
REGION1,RSNGBGPI0,1,2022,520.769736
REGION1,RSNGHUPI0,1,2022,322.92864
REGION1,RSNGROPI0,1,2022,0.0
REGION1,RUNGEEPI0,1,2022,96.579
REGION1,RUNGFIPI0,1,2022,289.08
REGION1,RUNGLVPI0,1,2022,0.0
REGION1,TRNGBGPI0,1,2022,757.405368
REGION1,TRNGGRPI0,1,2022,30.24828
REGION1,UANGHUPI0,1,2022,679.95558
REGION1,UANGPLPI0,1,2022,178.1784
REGION1,UANGROPI0,1,2022,1461.83814
REGION1,UANGSKPI0,1,2022,2992.7664
REGION1,BENGLUPI0,1,2022,231.12
REGION1,NGNGDZPI0,1,2022,0.0
REGION1,MZNGZAPI0,1,2022,212.0
REGION1,NGNGLYPI0,1,2022,0.0
REGION1,ETNGDJPI0,1,2022,0.0
REGION1,NGNGGQPI0,1,2022,0.0
REGION1,TZNGKEPI0,1,2022,0.0
REGION1,NGNGMAPI0,1,2022,0.0
REGION1,NGNGBJPI0,1,2022,175.85
REGION1,NGNGGHPI0,1,2022,175.85
REGION1,NGNGNEPI0,1,2022,1140.0
REGION1,NGNGTGPI0,1,2022,175.85
REGION1,NGNGTNPI0,1,2022,1273.0
REGION1,DZNGMAPI0,1,2022,456.0
REGION1,ALNGGRPI0,1,2023,53.03304
REGION1,ALNGITPI0,1,2023,722.20068
REGION1,ATNGDEPI0,1,2023,558.85734
REGION1,ATNGDEPI0,2,2023,606.58182
REGION1,ATNGHUPI0,1,2023,201.14712
REGION1,ATNGITPI0,1,2023,1577.27304
REGION1,ATNGITPI0,2,2023,254.7396415
REGION1,ATNGSIPI0,1,2023,147.825
REGION1,ATNGSIPI0,2,2023,0.0
REGION1,ATNGSKPI0,1,2023,323.901
REGION1,ATNGSKPI0,2,2023,2063.5056
REGION1,BENGDEPI0,1,2023,546.86052
REGION1,BENGDEPI0,2,2023,572.61492
REGION1,BENGFRPI0,1,2023,1103.76
REGION1,BENGFRPI0,2,2023,354.78
REGION1,BENGUKPI0,1,2023,1055.6676
REGION1,BENGUKPI0,2,2023,856.3338
REGION1,BENGNLPI0,1,2023,444.6576
REGION1,BENGNLPI0,2,2023,1822.7808
REGION1,BGNGGRPI0,1,2023,154.38186
REGION1,BGNGGRPI0,2,2023,87.09192
REGION1,BGNGROPI0,1,2023,240.57369
REGION1,BGNGROPI0,2,2023,339.902892
REGION1,BYNGLTPI0,1,2023,0.0
REGION1,CYNGEGPI0,1,2023,0.0
REGION1,CYNGGRPI0,1,2023,0.0
REGION1,CYNGGRPI0,2,2023,0.0
REGION1,CZNGDEPI0,1,2023,1407.951
REGION1,CZNGDEPI0,2,2023,1819.125252
REGION1,CZNGPLPI0,1,2023,36.83152512
REGION1,CZNGPLPI0,2,2023,0.0
REGION1,CZNGSKPI0,1,2023,1637.7696
REGION1,CZNGSKPI0,2,2023,601.2864
REGION1,DENGCHPI0,1,2023,455.52438
REGION1,DENGCHPI0,2,2023,315.36
REGION1,DENGFRPI0,1,2023,806.45436
REGION1,DENGNLPI0,1,2023,671.04666
REGION1,DENGNLPI0,2,2023,2903.95314
REGION1,DENGPLPI0,1,2023,63.9918
REGION1,DENGPLPI0,2,2023,0.1314
REGION1,DKNGDEPI0,1,2023,5.42682
REGION1,DKNGDEPI0,2,2023,162.55494
REGION1,DKNGPLPI0,1,2023,422.929296
REGION1,DKNGPLPI0,2,2023,119.574
REGION1,DKNGSEPI0,1,2023,115.3692
REGION1,DKNGSEPI0,2,2023,115.3692
REGION1,DZNGESPI0,1,2023,442.9802501
REGION1,DZNGITPI0,1,2023,1582.29252
REGION1,EENGFIPI0,1,2023,71.7444
REGION1,EENGFIPI0,2,2023,118.26
REGION1,EENGLVPI0,1,2023,137.97
REGION1,EENGLVPI0,2,2023,137.97
REGION1,FRNGCHPI0,1,2023,340.89102
REGION1,FRNGCHPI0,2,2023,250.23816
REGION1,FRNGESPI0,1,2023,216.24498
REGION1,FRNGESPI0,2,2023,294.8616
REGION1,GRNGITPI0,1,2023,0.0
REGION1,HRNGHUPI0,1,2023,67.9921416
REGION1,HRNGHUPI0,2,2023,101.95326
REGION1,HRNGSIPI0,1,2023,10.15722
REGION1,HRNGSIPI0,2,2023,70.5618
REGION1,HUNGROPI0,1,2023,101.78244
REGION1,HUNGROPI0,2,2023,96.40818
REGION1,HUNGSKPI0,1,2023,66.85632
REGION1,HUNGSKPI0,2,2023,169.46658
REGION1,IENGUKPI0,1,2023,0.0
REGION1,IENGUKPI0,2,2023,508.3866
REGION1,ITNGCHPI0,1,2023,580.1231055
REGION1,ITNGCHPI0,2,2023,847.75338
REGION1,ITNGMTPI0,1,2023,0.0
REGION1,ITNGMTPI0,2,2023,0.0
REGION1,ITNGSIPI0,1,2023,37.1862
REGION1,ITNGSIPI0,2,2023,33.7698
REGION1,LTNGPLPI0,1,2023,76.3029288
REGION1,LTNGPLPI0,2,2023,28.130112
REGION1,LVNGLTPI0,1,2023,85.5414
REGION1,LVNGLTPI0,2,2023,118.26
REGION1,LYNGITPI0,1,2023,0.0
REGION1,MANGESPI0,1,2023,0.0
REGION1,MDNGROPI0,1,2023,28.32984
REGION1,NLNGUKPI0,1,2023,649.6416
REGION1,NLNGUKPI0,2,2023,220.752
REGION1,NONGBEPI0,1,2023,641.232
REGION1,NONGDEPI0,1,2023,1638.4923
REGION1,NONGDKPI0,1,2023,403.1352
REGION1,NONGFRPI0,1,2023,748.98
REGION1,NONGUKPI0,1,2023,1969.8174
REGION1,NONGNLPI0,1,2023,1267.7472
REGION1,PLNGSKPI0,1,2023,189.216
REGION1,PLNGSKPI0,2,2023,228.55716
REGION1,PTNGESPI0,1,2023,105.12
REGION1,PTNGESPI0,2,2023,189.216
REGION1,RSNGBGPI0,1,2023,520.769736
REGION1,RSNGHUPI0,1,2023,322.92864
REGION1,RSNGROPI0,1,2023,0.0
REGION1,RUNGEEPI0,1,2023,96.579
REGION1,RUNGFIPI0,1,2023,289.08
REGION1,RUNGLVPI0,1,2023,0.0
REGION1,TRNGBGPI0,1,2023,757.405368
REGION1,TRNGGRPI0,1,2023,30.24828
REGION1,UANGHUPI0,1,2023,679.95558
REGION1,UANGPLPI0,1,2023,178.1784
REGION1,UANGROPI0,1,2023,1461.83814
REGION1,UANGSKPI0,1,2023,2992.7664
REGION1,BENGLUPI0,1,2023,231.12
REGION1,NGNGDZPI0,1,2023,0.0
REGION1,MZNGZAPI0,1,2023,212.0
REGION1,NGNGLYPI0,1,2023,0.0
REGION1,ETNGDJPI0,1,2023,0.0
REGION1,NGNGGQPI0,1,2023,0.0
REGION1,TZNGKEPI0,1,2023,0.0
REGION1,NGNGMAPI0,1,2023,0.0
REGION1,NGNGBJPI0,1,2023,175.85
REGION1,NGNGGHPI0,1,2023,175.85
REGION1,NGNGNEPI0,1,2023,1140.0
REGION1,NGNGTGPI0,1,2023,175.85
REGION1,NGNGTNPI0,1,2023,1273.0
REGION1,DZNGMAPI0,1,2023,456.0
REGION1,ALNGGRPI0,1,2024,53.03304
REGION1,ALNGITPI0,1,2024,722.20068
REGION1,ATNGDEPI0,1,2024,558.85734
REGION1,ATNGDEPI0,2,2024,606.58182
REGION1,ATNGHUPI0,1,2024,201.14712
REGION1,ATNGITPI0,1,2024,1577.27304
REGION1,ATNGITPI0,2,2024,254.7396415
REGION1,ATNGSIPI0,1,2024,147.825
REGION1,ATNGSIPI0,2,2024,0.0
REGION1,ATNGSKPI0,1,2024,323.901
REGION1,ATNGSKPI0,2,2024,2063.5056
REGION1,BENGDEPI0,1,2024,546.86052
REGION1,BENGDEPI0,2,2024,572.61492
REGION1,BENGFRPI0,1,2024,1103.76
REGION1,BENGFRPI0,2,2024,354.78
REGION1,BENGUKPI0,1,2024,1055.6676
REGION1,BENGUKPI0,2,2024,856.3338
REGION1,BENGNLPI0,1,2024,444.6576
REGION1,BENGNLPI0,2,2024,1822.7808
REGION1,BGNGGRPI0,1,2024,154.38186
REGION1,BGNGGRPI0,2,2024,87.09192
REGION1,BGNGROPI0,1,2024,240.57369
REGION1,BGNGROPI0,2,2024,339.902892
REGION1,BYNGLTPI0,1,2024,0.0
REGION1,CYNGEGPI0,1,2024,0.0
REGION1,CYNGGRPI0,1,2024,0.0
REGION1,CYNGGRPI0,2,2024,0.0
REGION1,CZNGDEPI0,1,2024,1407.951
REGION1,CZNGDEPI0,2,2024,1819.125252
REGION1,CZNGPLPI0,1,2024,36.83152512
REGION1,CZNGPLPI0,2,2024,0.0
REGION1,CZNGSKPI0,1,2024,1637.7696
REGION1,CZNGSKPI0,2,2024,601.2864
REGION1,DENGCHPI0,1,2024,455.52438
REGION1,DENGCHPI0,2,2024,315.36
REGION1,DENGFRPI0,1,2024,806.45436
REGION1,DENGNLPI0,1,2024,671.04666
REGION1,DENGNLPI0,2,2024,2903.95314
REGION1,DENGPLPI0,1,2024,63.9918
REGION1,DENGPLPI0,2,2024,0.1314
REGION1,DKNGDEPI0,1,2024,5.42682
REGION1,DKNGDEPI0,2,2024,162.55494
REGION1,DKNGPLPI0,1,2024,422.929296
REGION1,DKNGPLPI0,2,2024,119.574
REGION1,DKNGSEPI0,1,2024,115.3692
REGION1,DKNGSEPI0,2,2024,115.3692
REGION1,DZNGESPI0,1,2024,442.9802501
REGION1,DZNGITPI0,1,2024,1582.29252
REGION1,EENGFIPI0,1,2024,71.7444
REGION1,EENGFIPI0,2,2024,118.26
REGION1,EENGLVPI0,1,2024,137.97
REGION1,EENGLVPI0,2,2024,137.97
REGION1,FRNGCHPI0,1,2024,340.89102
REGION1,FRNGCHPI0,2,2024,250.23816
REGION1,FRNGESPI0,1,2024,216.24498
REGION1,FRNGESPI0,2,2024,294.8616
REGION1,GRNGITPI0,1,2024,0.0
REGION1,HRNGHUPI0,1,2024,67.9921416
REGION1,HRNGHUPI0,2,2024,101.95326
REGION1,HRNGSIPI0,1,2024,10.15722
REGION1,HRNGSIPI0,2,2024,70.5618
REGION1,HUNGROPI0,1,2024,101.78244
REGION1,HUNGROPI0,2,2024,96.40818
REGION1,HUNGSKPI0,1,2024,66.85632
REGION1,HUNGSKPI0,2,2024,169.46658
REGION1,IENGUKPI0,1,2024,0.0
REGION1,IENGUKPI0,2,2024,508.3866
REGION1,ITNGCHPI0,1,2024,580.1231055
REGION1,ITNGCHPI0,2,2024,847.75338
REGION1,ITNGMTPI0,1,2024,0.0
REGION1,ITNGMTPI0,2,2024,0.0
REGION1,ITNGSIPI0,1,2024,37.1862
REGION1,ITNGSIPI0,2,2024,33.7698
REGION1,LTNGPLPI0,1,2024,76.3029288
REGION1,LTNGPLPI0,2,2024,28.130112
REGION1,LVNGLTPI0,1,2024,85.5414
REGION1,LVNGLTPI0,2,2024,118.26
REGION1,LYNGITPI0,1,2024,0.0
REGION1,MANGESPI0,1,2024,0.0
REGION1,MDNGROPI0,1,2024,28.32984
REGION1,NLNGUKPI0,1,2024,649.6416
REGION1,NLNGUKPI0,2,2024,220.752
REGION1,NONGBEPI0,1,2024,641.232
REGION1,NONGDEPI0,1,2024,1638.4923
REGION1,NONGDKPI0,1,2024,403.1352
REGION1,NONGFRPI0,1,2024,748.98
REGION1,NONGUKPI0,1,2024,1969.8174
REGION1,NONGNLPI0,1,2024,1267.7472
REGION1,PLNGSKPI0,1,2024,189.216
REGION1,PLNGSKPI0,2,2024,228.55716
REGION1,PTNGESPI0,1,2024,105.12
REGION1,PTNGESPI0,2,2024,189.216
REGION1,RSNGBGPI0,1,2024,520.769736
REGION1,RSNGHUPI0,1,2024,322.92864
REGION1,RSNGROPI0,1,2024,0.0
REGION1,RUNGEEPI0,1,2024,96.579
REGION1,RUNGFIPI0,1,2024,289.08
REGION1,RUNGLVPI0,1,2024,0.0
REGION1,TRNGBGPI0,1,2024,757.405368
REGION1,TRNGGRPI0,1,2024,30.24828
REGION1,UANGHUPI0,1,2024,679.95558
REGION1,UANGPLPI0,1,2024,178.1784
REGION1,UANGROPI0,1,2024,1461.83814
REGION1,UANGSKPI0,1,2024,2992.7664
REGION1,BENGLUPI0,1,2024,231.12
REGION1,NGNGDZPI0,1,2024,0.0
REGION1,MZNGZAPI0,1,2024,212.0
REGION1,NGNGLYPI0,1,2024,0.0
REGION1,ETNGDJPI0,1,2024,0.0
REGION1,NGNGGQPI0,1,2024,0.0
REGION1,TZNGKEPI0,1,2024,0.0
REGION1,NGNGMAPI0,1,2024,0.0
REGION1,NGNGBJPI0,1,2024,175.85
REGION1,NGNGGHPI0,1,2024,175.85
REGION1,NGNGNEPI0,1,2024,1140.0
REGION1,NGNGTGPI0,1,2024,175.85
REGION1,NGNGTNPI0,1,2024,1273.0
REGION1,DZNGMAPI0,1,2024,456.0
REGION1,ALNGGRPI0,1,2025,53.03304
REGION1,ALNGITPI0,1,2025,722.20068
REGION1,ATNGDEPI0,1,2025,558.85734
REGION1,ATNGDEPI0,2,2025,606.58182
REGION1,ATNGHUPI0,1,2025,201.14712
REGION1,ATNGITPI0,1,2025,1577.27304
REGION1,ATNGITPI0,2,2025,254.7396415
REGION1,ATNGSIPI0,1,2025,147.825
REGION1,ATNGSIPI0,2,2025,0.0
REGION1,ATNGSKPI0,1,2025,323.901
REGION1,ATNGSKPI0,2,2025,2063.5056
REGION1,BENGDEPI0,1,2025,546.86052
REGION1,BENGDEPI0,2,2025,572.61492
REGION1,BENGFRPI0,1,2025,1103.76
REGION1,BENGFRPI0,2,2025,354.78
REGION1,BENGUKPI0,1,2025,1055.6676
REGION1,BENGUKPI0,2,2025,856.3338
REGION1,BENGNLPI0,1,2025,444.6576
REGION1,BENGNLPI0,2,2025,1822.7808
REGION1,BGNGGRPI0,1,2025,154.38186
REGION1,BGNGGRPI0,2,2025,87.09192
REGION1,BGNGROPI0,1,2025,240.57369
REGION1,BGNGROPI0,2,2025,339.902892
REGION1,BYNGLTPI0,1,2025,0.0
REGION1,CYNGEGPI0,1,2025,0.0
REGION1,CYNGGRPI0,1,2025,0.0
REGION1,CYNGGRPI0,2,2025,0.0
REGION1,CZNGDEPI0,1,2025,1407.951
REGION1,CZNGDEPI0,2,2025,1819.125252
REGION1,CZNGPLPI0,1,2025,36.83152512
REGION1,CZNGPLPI0,2,2025,0.0
REGION1,CZNGSKPI0,1,2025,1637.7696
REGION1,CZNGSKPI0,2,2025,601.2864
REGION1,DENGCHPI0,1,2025,455.52438
REGION1,DENGCHPI0,2,2025,315.36
REGION1,DENGFRPI0,1,2025,806.45436
REGION1,DENGNLPI0,1,2025,671.04666
REGION1,DENGNLPI0,2,2025,2903.95314
REGION1,DENGPLPI0,1,2025,63.9918
REGION1,DENGPLPI0,2,2025,0.1314
REGION1,DKNGDEPI0,1,2025,5.42682
REGION1,DKNGDEPI0,2,2025,162.55494
REGION1,DKNGPLPI0,1,2025,422.929296
REGION1,DKNGPLPI0,2,2025,119.574
REGION1,DKNGSEPI0,1,2025,115.3692
REGION1,DKNGSEPI0,2,2025,115.3692
REGION1,DZNGESPI0,1,2025,442.9802501
REGION1,DZNGITPI0,1,2025,1582.29252
REGION1,EENGFIPI0,1,2025,71.7444
REGION1,EENGFIPI0,2,2025,118.26
REGION1,EENGLVPI0,1,2025,137.97
REGION1,EENGLVPI0,2,2025,137.97
REGION1,FRNGCHPI0,1,2025,340.89102
REGION1,FRNGCHPI0,2,2025,250.23816
REGION1,FRNGESPI0,1,2025,216.24498
REGION1,FRNGESPI0,2,2025,294.8616
REGION1,GRNGITPI0,1,2025,0.0
REGION1,HRNGHUPI0,1,2025,67.9921416
REGION1,HRNGHUPI0,2,2025,101.95326
REGION1,HRNGSIPI0,1,2025,10.15722
REGION1,HRNGSIPI0,2,2025,70.5618
REGION1,HUNGROPI0,1,2025,101.78244
REGION1,HUNGROPI0,2,2025,96.40818
REGION1,HUNGSKPI0,1,2025,66.85632
REGION1,HUNGSKPI0,2,2025,169.46658
REGION1,IENGUKPI0,1,2025,0.0
REGION1,IENGUKPI0,2,2025,508.3866
REGION1,ITNGCHPI0,1,2025,580.1231055
REGION1,ITNGCHPI0,2,2025,847.75338
REGION1,ITNGMTPI0,1,2025,0.0
REGION1,ITNGMTPI0,2,2025,0.0
REGION1,ITNGSIPI0,1,2025,37.1862
REGION1,ITNGSIPI0,2,2025,33.7698
REGION1,LTNGPLPI0,1,2025,76.3029288
REGION1,LTNGPLPI0,2,2025,28.130112
REGION1,LVNGLTPI0,1,2025,85.5414
REGION1,LVNGLTPI0,2,2025,118.26
REGION1,LYNGITPI0,1,2025,0.0
REGION1,MANGESPI0,1,2025,0.0
REGION1,MDNGROPI0,1,2025,28.32984
REGION1,NLNGUKPI0,1,2025,649.6416
REGION1,NLNGUKPI0,2,2025,220.752
REGION1,NONGBEPI0,1,2025,641.232
REGION1,NONGDEPI0,1,2025,1638.4923
REGION1,NONGDKPI0,1,2025,403.1352
REGION1,NONGFRPI0,1,2025,748.98
REGION1,NONGUKPI0,1,2025,1969.8174
REGION1,NONGNLPI0,1,2025,1267.7472
REGION1,PLNGSKPI0,1,2025,189.216
REGION1,PLNGSKPI0,2,2025,228.55716
REGION1,PTNGESPI0,1,2025,105.12
REGION1,PTNGESPI0,2,2025,189.216
REGION1,RSNGBGPI0,1,2025,520.769736
REGION1,RSNGHUPI0,1,2025,322.92864
REGION1,RSNGROPI0,1,2025,0.0
REGION1,RUNGEEPI0,1,2025,96.579
REGION1,RUNGFIPI0,1,2025,289.08
REGION1,RUNGLVPI0,1,2025,0.0
REGION1,TRNGBGPI0,1,2025,757.405368
