REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,BGRGELH1,1,2021,0.8266565699026351
REGION1,BGDSCHPH1,1,2021,0.8266565699026351
REGION1,BGDSELH1,1,2021,0.8266565699026351
REGION1,BGHFSTPH1,1,2021,0.8258340731666667
REGION1,BGBMCHPH1,1,2021,1.015236898698222
REGION1,BGBMSTPH1,1,2021,1.273253471528839
REGION1,BGWSCHPH1,1,2021,1.015236898698222
REGION1,CYBFCHPH1,1,2021,1.015236898698222
REGION1,CYHFSTPH1,1,2021,0.8258340731666667
REGION1,CYWIONPH1,1,2021,0.064350707
REGION1,CYDSCCPH1,1,2021,0.8266565699026351
REGION1,CYDSGCPH1,1,2021,0.7522737354938109
REGION1,CYDSSTPH1,1,2021,0.8258340731666667
REGION1,CYDSHPFH1,1,2021,0.8258340731666667
REGION1,CYHFCHPH1,1,2021,0.8258340731666667
REGION1,CZNUG2PH1,1,2021,2.288025137777778
REGION1,CZCOCHPH1,1,2021,0.8258340731666667
REGION1,CZCOSTPH1,1,2021,0.8580094266666667
REGION1,CZLICHPH1,1,2021,0.8258340731666667
REGION1,CZLIELH1,1,2021,1.072511783333333
REGION1,CZNGCCPH1,1,2021,0.8266565699026351
REGION1,CZNGCHPH1,1,2021,0.8258340731666667
REGION1,CZBFHPFH1,1,2021,0.913539866197564
REGION1,CZBFCHPH1,1,2021,1.015236898698222
REGION1,CZDGCHPH1,1,2021,0.8258340731666667
REGION1,CZRGCHPH1,1,2021,0.8258340731666667
REGION1,CZDSCHPH1,1,2021,0.8266565699026351
REGION1,CZDSGCPH1,1,2021,0.7522737354938109
REGION1,CZHFCHPH1,1,2021,0.8258340731666667
REGION1,CZHFSTPH1,1,2021,0.8258340731666667
REGION1,CZBMSTPH1,1,2021,1.273253471528839
REGION1,CZBMCHPH1,1,2021,1.015236898698222
REGION1,CZWSCHPH1,1,2021,1.015236898698222
REGION1,CZWIONPH1,1,2021,0.064350707
REGION1,CZHYDMPH1,1,2021,0.1149970578340689
REGION1,DENUG2PH1,1,2021,2.288025137777778
REGION1,DECOCHPH1,1,2021,0.8258340731666667
REGION1,DECOSTPH1,1,2021,0.8580094266666667
REGION1,DELICHPH1,1,2021,0.8258340731666667
REGION1,DELIELH1,1,2021,1.072511783333333
REGION1,DENGCCPH1,1,2021,0.8266565699026351
REGION1,DENGCHPH1,1,2021,0.8258340731666667
REGION1,DEBFHPFH1,1,2021,0.913539866197564
REGION1,DEBFCHPH1,1,2021,1.015236898698222
REGION1,DEDGCHPH1,1,2021,0.8258340731666667
REGION1,DEDGELH1,1,2021,0.8266565699026351
REGION1,DERGCHPH1,1,2021,0.8258340731666667
REGION1,DERGELH1,1,2021,0.8266565699026351
REGION1,DEDSCHPH1,1,2021,0.8266565699026351
REGION1,DEDSELH1,1,2021,0.8266565699026351
REGION1,DEHFCHPH1,1,2021,0.8258340731666667
REGION1,DEHFSTPH1,1,2021,0.8258340731666667
REGION1,DEBMCHPH1,1,2021,1.015236898698222
REGION1,DEBMSTPH1,1,2021,1.273253471528839
REGION1,DEWSCHPH1,1,2021,1.015236898698222
REGION1,DEWSSTPH1,1,2021,0.2914723684834442
REGION1,DEWIOFPH1,1,2021,0.1404990436166667
REGION1,DEWIONPH1,1,2021,0.064350707
REGION1,DEGOCVPH1,1,2021,0.03932543205555555
REGION1,DEHYDMPH1,1,2021,0.1149970578340689
REGION1,DKBFHPFH1,1,2021,0.913539866197564
REGION1,DKBMSTPH1,1,2021,1.273253471528839
REGION1,DKCOCHPH1,1,2021,0.8258340731666667
REGION1,DKHFCHPH1,1,2021,0.8258340731666667
REGION1,DKHFSTPH1,1,2021,0.8258340731666667
REGION1,DKNGCCPH1,1,2021,0.8266565699026351
REGION1,DKNGCHPH1,1,2021,0.8258340731666667
REGION1,DKWIOFPH1,1,2021,0.1404990436166667
REGION1,DKWIONPH1,1,2021,0.064350707
REGION1,DKWSCHPH1,1,2021,1.015236898698222
REGION1,DKRGCHPH1,1,2021,0.8258340731666667
REGION1,DKDSCHPH1,1,2021,0.8266565699026351
REGION1,DKDSELH1,1,2021,0.8266565699026351
REGION1,DKBMCHPH1,1,2021,1.015236898698222
REGION1,DKHYDMPH1,1,2021,0.1149970578340689
REGION1,EEHFSTPH1,1,2021,0.8258340731666667
REGION1,EENGCHPH1,1,2021,0.8258340731666667
REGION1,EENGHPFH1,1,2021,0.8258340731666667
REGION1,EEWIONPH1,1,2021,0.064350707
REGION1,EEWSCHPH1,1,2021,1.015236898698222
REGION1,EELICHPH1,1,2021,0.8258340731666667
REGION1,EELIELH1,1,2021,1.072511783333333
REGION1,EEBFCHPH1,1,2021,1.015236898698222
REGION1,EEDGCHPH1,1,2021,0.8258340731666667
REGION1,EEDGELH1,1,2021,0.8266565699026351
REGION1,EEBMCHPH1,1,2021,1.015236898698222
REGION1,EEBMSTPH1,1,2021,1.273253471528839
REGION1,GRBFHPFH1,1,2021,0.913539866197564
REGION1,GRBMSTPH1,1,2021,1.273253471528839
REGION1,GRHFCHPH1,1,2021,0.8258340731666667
REGION1,GRHFSTPH1,1,2021,0.8258340731666667
REGION1,GRHYDMPH1,1,2021,0.1149970578340689
REGION1,GRNGCCPH1,1,2021,0.8266565699026351
REGION1,GRNGCHPH1,1,2021,0.8258340731666667
REGION1,GRWIONPH1,1,2021,0.064350707
REGION1,GRLICHPH1,1,2021,0.8258340731666667
REGION1,GRLIELH1,1,2021,1.072511783333333
REGION1,GRBFCHPH1,1,2021,1.015236898698222
REGION1,GRRGCHPH1,1,2021,0.8258340731666667
REGION1,GRDSCHPH1,1,2021,0.8266565699026351
REGION1,GRDSELH1,1,2021,0.8266565699026351
REGION1,GRBMCHPH1,1,2021,1.015236898698222
REGION1,ESCOCHPH1,1,2021,0.8258340731666667
REGION1,ESCOSTPH1,1,2021,0.8580094266666667
REGION1,ESNUG2PH1,1,2021,2.288025137777778
REGION1,ESLISTPH1,1,2021,1.072511783333333
REGION1,ESNGCCPH1,1,2021,0.8266565699026351
REGION1,ESNGCHPH1,1,2021,0.8258340731666667
REGION1,ESBFCHPH1,1,2021,1.015236898698222
REGION1,ESBFSTPH1,1,2021,0.913539866197564
REGION1,ESDGCHPH1,1,2021,0.8258340731666667
REGION1,ESDGELH1,1,2021,0.8266565699026351
REGION1,ESRGCHPH1,1,2021,0.8258340731666667
REGION1,ESRGELH1,1,2021,0.8266565699026351
REGION1,ESDSCHPH1,1,2021,0.8266565699026351
REGION1,ESDSELH1,1,2021,0.8266565699026351
REGION1,ESHFCHPH1,1,2021,0.8258340731666667
REGION1,ESHFSTPH1,1,2021,0.8258340731666667
REGION1,ESBMCHPH1,1,2021,1.015236898698222
REGION1,ESBMSTPH1,1,2021,1.273253471528839
REGION1,ESWSCHPH1,1,2021,1.015236898698222
REGION1,ESWSSTPH1,1,2021,0.2914723684834442
REGION1,ESWIOFPH1,1,2021,0.1404990436166667
REGION1,ESWIONPH1,1,2021,0.064350707
REGION1,ESSOSTHH1,1,2021,0.03575039277777778
REGION1,ESOCWVPH1,1,2021,0.03719791338930738
REGION1,ESHYDMPH1,1,2021,0.1149970578340689
REGION1,FIBFHPFH1,1,2021,0.913539866197564
REGION1,FIBMSTPH1,1,2021,1.273253471528839
REGION1,FICOCHPH1,1,2021,0.8258340731666667
REGION1,FICOSTPH1,1,2021,0.8580094266666667
REGION1,FIHFCHPH1,1,2021,0.8258340731666667
REGION1,FIHFSTPH1,1,2021,0.8258340731666667
REGION1,FIHYDMPH1,1,2021,0.1149970578340689
REGION1,FINGCCPH1,1,2021,0.8266565699026351
REGION1,FINGCHPH1,1,2021,0.8258340731666667
REGION1,FINUG2PH1,1,2021,2.288025137777778
REGION1,FIWIOFPH1,1,2021,0.1404990436166667
REGION1,FIWIONPH1,1,2021,0.064350707
REGION1,FIWSCHPH1,1,2021,1.015236898698222
REGION1,FILICHPH1,1,2021,0.8258340731666667
REGION1,FILIELH1,1,2021,1.072511783333333
REGION1,FIBFCHPH1,1,2021,1.015236898698222
REGION1,FIDGCHPH1,1,2021,0.8258340731666667
REGION1,FIDGELH1,1,2021,0.8266565699026351
REGION1,FIRGCHPH1,1,2021,0.8258340731666667
REGION1,FIRGELH1,1,2021,0.8266565699026351
REGION1,FIDSCHPH1,1,2021,0.8266565699026351
REGION1,FIDSELH1,1,2021,0.8266565699026351
REGION1,FIBMCHPH1,1,2021,1.015236898698222
REGION1,FRNUG2PH1,1,2021,2.288025137777778
REGION1,FRCOCHPH1,1,2021,0.8258340731666667
REGION1,FRCOSTPH1,1,2021,0.8580094266666667
REGION1,FRNGCCPH1,1,2021,0.8266565699026351
REGION1,FRNGCHPH1,1,2021,0.8258340731666667
REGION1,FRBFHPFH1,1,2021,0.913539866197564
REGION1,FRBFCHPH1,1,2021,1.015236898698222
REGION1,FRDGELH1,1,2021,0.8266565699026351
REGION1,FRRGCHPH1,1,2021,0.8258340731666667
REGION1,FRRGELH1,1,2021,0.8266565699026351
REGION1,FRDSCHPH1,1,2021,0.8266565699026351
REGION1,FRDSELH1,1,2021,0.8266565699026351
REGION1,FRHFCHPH1,1,2021,0.8258340731666667
REGION1,FRHFSTPH1,1,2021,0.8258340731666667
REGION1,FRBMCHPH1,1,2021,1.015236898698222
REGION1,FRBMSTPH1,1,2021,1.273253471528839
REGION1,FRWSCHPH1,1,2021,1.015236898698222
REGION1,FRWSSTPH1,1,2021,0.2914723684834442
REGION1,FRWIONPH1,1,2021,0.064350707
REGION1,FRWIOFPH1,1,2021,0.1404990436166667
REGION1,FRSOSTHH1,1,2021,0.03575039277777778
REGION1,FRGOCVPH1,1,2021,0.03932543205555555
REGION1,FRTIDH1,1,2021,0.03719791338930738
REGION1,FROCWVPH1,1,2021,0.03719791338930738
REGION1,FRHYDMPH1,1,2021,0.1149970578340689
REGION1,HRBFHPFH1,1,2021,0.913539866197564
REGION1,HRBMCHPH1,1,2021,1.015236898698222
REGION1,HRCOSTPH1,1,2021,0.8580094266666667
REGION1,HRHFCHPH1,1,2021,0.8258340731666667
REGION1,HRHFSTPH1,1,2021,0.8258340731666667
REGION1,HRHYDMPH1,1,2021,0.1149970578340689
REGION1,HRNGCCPH1,1,2021,0.8266565699026351
REGION1,HRNGCHPH1,1,2021,0.8258340731666667
REGION1,HRWIONPH1,1,2021,0.064350707
REGION1,HRLICHPH1,1,2021,0.8258340731666667
REGION1,HRBFCHPH1,1,2021,1.015236898698222
REGION1,HRRGCHPH1,1,2021,0.8258340731666667
REGION1,HRDSCHPH1,1,2021,0.8266565699026351
REGION1,HRDSELH1,1,2021,0.8266565699026351
REGION1,HRGOCVPH1,1,2021,0.03932543205555555
REGION1,HUNUG2PH1,1,2021,2.288025137777778
REGION1,HUCOCHPH1,1,2021,0.8258340731666667
REGION1,HUCOSTPH1,1,2021,0.8580094266666667
REGION1,HULICHPH1,1,2021,0.8258340731666667
REGION1,HULIELH1,1,2021,1.072511783333333
REGION1,HUNGCCPH1,1,2021,0.8266565699026351
REGION1,HUNGCHPH1,1,2021,0.8258340731666667
REGION1,HUBFCHPH1,1,2021,1.015236898698222
REGION1,HUDGCHPH1,1,2021,0.8258340731666667
REGION1,HUDGELH1,1,2021,0.8266565699026351
REGION1,HURGCHPH1,1,2021,0.8258340731666667
REGION1,HUDSCHPH1,1,2021,0.8266565699026351
REGION1,HUDSELH1,1,2021,0.8266565699026351
REGION1,HUHFCHPH1,1,2021,0.8258340731666667
REGION1,HUHFSTPH1,1,2021,0.8258340731666667
REGION1,HUBMSTPH1,1,2021,1.273253471528839
REGION1,HUBMCHPH1,1,2021,1.015236898698222
REGION1,HUWSSTPH1,1,2021,0.2914723684834442
REGION1,HUWIONPH1,1,2021,0.064350707
REGION1,HUGOCVPH1,1,2021,0.03932543205555555
REGION1,HUHYDMPH1,1,2021,0.1149970578340689
REGION1,IEBFHPFH1,1,2021,0.913539866197564
REGION1,IEBMSTPH1,1,2021,1.273253471528839
REGION1,IEHYDMPH1,1,2021,0.1149970578340689
REGION1,IENGCCPH1,1,2021,0.8266565699026351
REGION1,IENGCHPH1,1,2021,0.8258340731666667
REGION1,IEWIOFPH1,1,2021,0.1404990436166667
REGION1,IEWIONPH1,1,2021,0.064350707
REGION1,IEWSSTPH1,1,2021,0.2914723684834442
REGION1,IECOSTPH1,1,2021,0.8580094266666667
REGION1,IELICHPH1,1,2021,0.8258340731666667
REGION1,IELIELH1,1,2021,1.072511783333333
REGION1,IEBFCHPH1,1,2021,1.015236898698222
REGION1,IERGCHPH1,1,2021,0.8258340731666667
REGION1,IEDSELH1,1,2021,0.8266565699026351
REGION1,IEDSCHPH1,1,2021,0.8266565699026351
REGION1,IEHFSTPH1,1,2021,0.8258340731666667
REGION1,IEBMCHPH1,1,2021,1.015236898698222
REGION1,ITBFHPFH1,1,2021,0.913539866197564
REGION1,ITBMCHPH1,1,2021,1.015236898698222
REGION1,ITBMSTPH1,1,2021,1.273253471528839
REGION1,ITCOCHPH1,1,2021,0.8258340731666667
REGION1,ITGOCVPH1,1,2021,0.03932543205555555
REGION1,ITHFCHPH1,1,2021,0.8258340731666667
REGION1,ITHFSTPH1,1,2021,0.8258340731666667
REGION1,ITHYDMPH1,1,2021,0.1149970578340689
REGION1,ITNGCCPH1,1,2021,0.8266565699026351
REGION1,ITNGCHPH1,1,2021,0.8258340731666667
REGION1,ITWIONPH1,1,2021,0.064350707
REGION1,ITWSCHPH1,1,2021,1.015236898698222
REGION1,ITWSSTPH1,1,2021,0.2914723684834442
REGION1,ITCOSTPH1,1,2021,0.8580094266666667
REGION1,ITBFCHPH1,1,2021,1.015236898698222
REGION1,ITDGCHPH1,1,2021,0.8258340731666667
REGION1,ITDGELH1,1,2021,0.8266565699026351
REGION1,ITRGCHPH1,1,2021,0.8258340731666667
REGION1,ITRGELH1,1,2021,0.8266565699026351
REGION1,ITDSCHPH1,1,2021,0.8266565699026351
REGION1,ITDSELH1,1,2021,0.8266565699026351
REGION1,ITWIOFPH1,1,2021,0.1404990436166667
REGION1,LTBMCHPH1,1,2021,1.015236898698222
REGION1,LTHFCHPH1,1,2021,0.8258340731666667
REGION1,LTNGCHPH1,1,2021,0.8258340731666667
REGION1,LTWIONPH1,1,2021,0.064350707
REGION1,LTWSCHPH1,1,2021,1.015236898698222
REGION1,LTBFCHPH1,1,2021,1.015236898698222
REGION1,LTRGCHPH1,1,2021,0.8258340731666667
REGION1,LTDSCHPH1,1,2021,0.8266565699026351
REGION1,LUNGCCPH1,1,2021,0.8266565699026351
REGION1,LUNGCHPH1,1,2021,0.8258340731666667
REGION1,LUWIONPH1,1,2021,0.064350707
REGION1,LUWSCHPH1,1,2021,1.015236898698222
REGION1,LUBFCHPH1,1,2021,1.015236898698222
REGION1,LUDSCHPH1,1,2021,0.8266565699026351
REGION1,LUBMCHPH1,1,2021,1.015236898698222
REGION1,LVCOCHPH1,1,2021,0.8258340731666667
REGION1,LVHFCHPH1,1,2021,0.8258340731666667
REGION1,LVHYDMPH1,1,2021,0.1149970578340689
REGION1,LVNGCCPH1,1,2021,0.8266565699026351
REGION1,LVNGCHPH1,1,2021,0.8258340731666667
REGION1,LVWIONPH1,1,2021,0.064350707
REGION1,LVLICHPH1,1,2021,0.8258340731666667
REGION1,LVBFCHPH1,1,2021,1.015236898698222
REGION1,LVDSCHPH1,1,2021,0.8266565699026351
REGION1,LVBMCHPH1,1,2021,1.015236898698222
REGION1,MTWIONPH1,1,2021,0.064350707
REGION1,MTNGHPFH1,1,2021,0.8258340731666667
REGION1,MTBFCHPH1,1,2021,1.015236898698222
REGION1,MTDSGCCH1,1,2021,0.8266565699026351
REGION1,MTDSGCPH1,1,2021,0.7522737354938109
REGION1,MTDSSTPH1,1,2021,0.8258340731666667
REGION1,NLBFHPFH1,1,2021,0.913539866197564
REGION1,NLBMSTPH1,1,2021,1.273253471528839
REGION1,NLCOCHPH1,1,2021,0.8258340731666667
REGION1,NLNGCCPH1,1,2021,0.8266565699026351
REGION1,NLNGCHPH1,1,2021,0.8258340731666667
REGION1,NLNUG2PH1,1,2021,2.288025137777778
REGION1,NLWIOFPH1,1,2021,0.1404990436166667
REGION1,NLWIONPH1,1,2021,0.064350707
REGION1,NLWSCHPH1,1,2021,1.015236898698222
REGION1,NLCOSTPH1,1,2021,0.8580094266666667
REGION1,NLBFCHPH1,1,2021,1.015236898698222
REGION1,NLDGCHPH1,1,2021,0.8258340731666667
REGION1,NLDGELH1,1,2021,0.8266565699026351
REGION1,NLRGCHPH1,1,2021,0.8258340731666667
REGION1,NLRGELH1,1,2021,0.8266565699026351
REGION1,NLDSCHPH1,1,2021,0.8266565699026351
REGION1,NLDSELH1,1,2021,0.8266565699026351
REGION1,NLHFCHPH1,1,2021,0.8258340731666667
REGION1,NLBMCHPH1,1,2021,1.015236898698222
REGION1,PLCOCHPH1,1,2021,0.8258340731666667
REGION1,PLCOSTPH1,1,2021,0.8580094266666667
REGION1,PLLICHPH1,1,2021,0.8258340731666667
REGION1,PLLIELH1,1,2021,1.072511783333333
REGION1,PLNGCCPH1,1,2021,0.8266565699026351
REGION1,PLNGCHPH1,1,2021,0.8258340731666667
REGION1,PLBFCHPH1,1,2021,1.015236898698222
REGION1,PLDGCHPH1,1,2021,0.8258340731666667
REGION1,PLRGCHPH1,1,2021,0.8258340731666667
REGION1,PLDSCHPH1,1,2021,0.8266565699026351
REGION1,PLDSELH1,1,2021,0.8266565699026351
REGION1,PLHFCHPH1,1,2021,0.8258340731666667
REGION1,PLBMSTPH1,1,2021,1.273253471528839
REGION1,PLBMCHPH1,1,2021,1.015236898698222
REGION1,PLWIONPH1,1,2021,0.064350707
REGION1,PLHYDMPH1,1,2021,0.1149970578340689
REGION1,PTBFHPFH1,1,2021,0.913539866197564
REGION1,PTBMSTPH1,1,2021,1.273253471528839
REGION1,PTGOCVPH1,1,2021,0.03932543205555555
REGION1,PTHFCHPH1,1,2021,0.8258340731666667
REGION1,PTHFSTPH1,1,2021,0.8258340731666667
REGION1,PTHYDMPH1,1,2021,0.1149970578340689
REGION1,PTNGCCPH1,1,2021,0.8266565699026351
REGION1,PTNGCHPH1,1,2021,0.8258340731666667
REGION1,PTOCWVPH1,1,2021,0.03719791338930738
REGION1,PTWIOFPH1,1,2021,0.1404990436166667
REGION1,PTWIONPH1,1,2021,0.064350707
REGION1,PTWSCHPH1,1,2021,1.015236898698222
REGION1,PTWSSTPH1,1,2021,0.2914723684834442
REGION1,PTCOSTPH1,1,2021,0.8580094266666667
REGION1,PTBFCHPH1,1,2021,1.015236898698222
REGION1,PTRGCHPH1,1,2021,0.8258340731666667
REGION1,PTDSCHPH1,1,2021,0.8266565699026351
REGION1,PTDSELH1,1,2021,0.8266565699026351
REGION1,PTBMCHPH1,1,2021,1.015236898698222
REGION1,ROBMSTPH1,1,2021,1.273253471528839
REGION1,ROCOCHPH1,1,2021,0.8258340731666667
REGION1,ROHFCHPH1,1,2021,0.8258340731666667
REGION1,ROHYDMPH1,1,2021,0.1149970578340689
REGION1,RONGCHPH1,1,2021,0.8258340731666667
REGION1,RONUG2PH1,1,2021,2.288025137777778
REGION1,ROWIONPH1,1,2021,0.064350707
REGION1,ROLICHPH1,1,2021,0.8258340731666667
REGION1,ROLIELH1,1,2021,1.072511783333333
REGION1,RONGCCPH1,1,2021,0.8266565699026351
REGION1,RODGCHPH1,1,2021,0.8258340731666667
REGION1,RODGELH1,1,2021,0.8266565699026351
REGION1,RORGCHPH1,1,2021,0.8258340731666667
REGION1,RODSCHPH1,1,2021,0.8266565699026351
REGION1,RODSELH1,1,2021,0.8266565699026351
REGION1,ROHFSTPH1,1,2021,0.8258340731666667
REGION1,ROBMCHPH1,1,2021,1.015236898698222
REGION1,ROGOCVPH1,1,2021,0.03932543205555555
REGION1,SEBMCHPH1,1,2021,1.015236898698222
REGION1,SECOCHPH1,1,2021,0.8258340731666667
REGION1,SEHFCHPH1,1,2021,0.8258340731666667
REGION1,SEHYDMPH1,1,2021,0.1149970578340689
REGION1,SENGCCPH1,1,2021,0.8266565699026351
REGION1,SENGCHPH1,1,2021,0.8258340731666667
REGION1,SENUG2PH1,1,2021,2.288025137777778
REGION1,SEWIOFPH1,1,2021,0.1404990436166667
REGION1,SEWIONPH1,1,2021,0.064350707
REGION1,SEWSCHPH1,1,2021,1.015236898698222
REGION1,SELICHPH1,1,2021,0.8258340731666667
REGION1,SEBFCHPH1,1,2021,1.015236898698222
REGION1,SEDGCHPH1,1,2021,0.8258340731666667
REGION1,SEDSCHPH1,1,2021,0.8266565699026351
REGION1,SEDSELH1,1,2021,0.8266565699026351
REGION1,SEHFSTPH1,1,2021,0.8258340731666667
REGION1,SIHFCHPH1,1,2021,0.8258340731666667
REGION1,SIHFSTPH1,1,2021,0.8258340731666667
REGION1,SIHYDMPH1,1,2021,0.1149970578340689
REGION1,SINGCHPH1,1,2021,0.8258340731666667
REGION1,SINUG2PH1,1,2021,2.288025137777778
REGION1,SIWIONPH1,1,2021,0.064350707
REGION1,SILICHPH1,1,2021,0.8258340731666667
REGION1,SINGCCPH1,1,2021,0.8266565699026351
REGION1,SIBFCHPH1,1,2021,1.015236898698222
REGION1,SIDSCHPH1,1,2021,0.8266565699026351
REGION1,SIDSELH1,1,2021,0.8266565699026351
REGION1,SIBMCHPH1,1,2021,1.015236898698222
REGION1,SIWSCHPH1,1,2021,1.015236898698222
REGION1,SKBFHPFH1,1,2021,0.913539866197564
REGION1,SKBMSTPH1,1,2021,1.273253471528839
REGION1,SKCOCHPH1,1,2021,0.8258340731666667
REGION1,SKHFCHPH1,1,2021,0.8258340731666667
REGION1,SKHYDMPH1,1,2021,0.1149970578340689
REGION1,SKNGCCPH1,1,2021,0.8266565699026351
REGION1,SKNGCHPH1,1,2021,0.8258340731666667
REGION1,SKNUG2PH1,1,2021,2.288025137777778
REGION1,SKWIONPH1,1,2021,0.064350707
REGION1,SKWSCHPH1,1,2021,1.015236898698222
REGION1,SKLICHPH1,1,2021,0.8258340731666667
REGION1,SKLIELH1,1,2021,1.072511783333333
REGION1,SKBFCHPH1,1,2021,1.015236898698222
REGION1,SKDGCHPH1,1,2021,0.8258340731666667
REGION1,SKRGCHPH1,1,2021,0.8258340731666667
REGION1,SKDSCHPH1,1,2021,0.8266565699026351
REGION1,SKDSELH1,1,2021,0.8266565699026351
REGION1,SKBMCHPH1,1,2021,1.015236898698222
REGION1,NOBFHPFH1,1,2021,0.913539866197564
REGION1,NOHFCHPH1,1,2021,0.8258340731666667
REGION1,NOHFSTPH1,1,2021,0.8258340731666667
REGION1,NOHYDMPH1,1,2021,0.1149970578340689
REGION1,NOWIOFPH1,1,2021,0.1404990436166667
REGION1,NOWIONPH1,1,2021,0.064350707
REGION1,NOWSCHPH1,1,2021,1.015236898698222
REGION1,NOBMCHPH1,1,2021,1.015236898698222
REGION1,NOOCWVPH1,1,2021,0.03719791338930738
REGION1,CHBFHPFH1,1,2021,0.913539866197564
REGION1,CHHFCHPH1,1,2021,0.8258340731666667
REGION1,CHHFSTPH1,1,2021,0.8258340731666667
REGION1,CHNGCCPH1,1,2021,0.8266565699026351
REGION1,CHNGCHPH1,1,2021,0.8258340731666667
REGION1,CHNUG2PH1,1,2021,2.288025137777778
REGION1,CHWIONPH1,1,2021,0.064350707
REGION1,CHWSCHPH1,1,2021,1.015236898698222
REGION1,CHWSSTPH1,1,2021,0.2914723684834442
REGION1,CHHYDMPH1,1,2021,0.1149970578340689
REGION1,UKBFHPFH1,1,2021,0.913539866197564
REGION1,UKBMCCPH1,1,2021,1.273253471528839
REGION1,UKBMSTPH1,1,2021,1.273253471528839
REGION1,UKCOCHPH1,1,2021,0.8258340731666667
REGION1,UKHFCHPH1,1,2021,0.8258340731666667
REGION1,UKHFSTPH1,1,2021,0.8258340731666667
REGION1,UKHYDMPH1,1,2021,0.1149970578340689
REGION1,UKNGCCPH1,1,2021,0.8266565699026351
REGION1,UKNGCHPH1,1,2021,0.8258340731666667
REGION1,UKNUG2PH1,1,2021,2.288025137777778
REGION1,UKOCWVPH1,1,2021,0.03719791338930738
REGION1,UKWIOFPH1,1,2021,0.1404990436166667
REGION1,UKWIONPH1,1,2021,0.064350707
REGION1,UKWSCHPH1,1,2021,1.015236898698222
REGION1,UKWSSTPH1,1,2021,0.2914723684834442
REGION1,ATCOCHPN1,1,2021,0.8258340731666667
REGION1,ATNGCCPN1,1,2021,0.8266565699026351
REGION1,ATNGCHPN1,1,2021,0.8258340731666667
REGION1,ATNGGCPN1,1,2021,0.7522737354938109
REGION1,ATNGHPFN1,1,2021,0.8258340731666667
